device_id,dma,device_type,hour,content_type,ad_load,disk_utilization,is_injected_anomaly
32,NY,B,20,sports,0.7259989571480501,83.03995828592201,False
33,TX,A,12,movie,0.11052618941831371,48.821047576732546,False
34,FL,A,18,news,0.9994661104066891,91.57864441626757,False
35,NY,A,11,movie,0.9418897264487286,80.87558905794916,False
36,FL,C,11,movie,0.8965919628619162,79.06367851447665,False
37,FL,B,14,news,0.6222891339424068,71.69156535769628,False
38,LA,C,23,news,0.5227913313323141,78.51165325329256,False
39,TX,A,10,sports,0.5362785838816683,63.45114335526673,False
40,NY,B,14,movie,0.01493694422823244,47.397477769129296,False
41,FL,A,22,sports,0.49946950194544293,76.37878007781771,False
42,TX,B,8,news,0.6237695676599199,64.5507827063968,False
43,LA,B,20,news,0.6587062087749485,120.34824835099793,True
44,NY,C,12,sports,0.332139465051313,57.685578602052516,False
45,FL,B,21,news,0.4712823502935495,74.05129401174199,False
46,LA,C,11,movie,0.6363106066625744,68.65242426650298,False
47,FL,B,15,sports,0.4283055102751817,65.13222041100727,False
48,TX,A,7,sports,0.9621351989835252,76.885407959341,False
49,FL,C,15,sports,0.7054421098520003,76.21768439408001,False
50,FL,B,7,sports,0.001273746250890495,38.45094985003562,False
51,NY,A,14,sports,0.023279481482253006,47.731179259290116,False
52,LA,C,18,news,0.6903002034683744,79.21200813873497,False
53,LA,C,10,movie,0.4126450975455027,58.50580390182011,False
54,LA,A,10,movie,0.8394709492122663,75.57883796849066,False
55,NY,C,7,movie,0.17301540948626204,45.32061637945048,False
56,TX,C,17,movie,0.013826914052291861,50.953076562091674,False
57,NY,C,14,news,0.3880823501137123,62.32329400454849,False
58,TX,A,12,movie,0.736064104307449,73.84256417229795,False
59,TX,B,0,sports,0.9717277333775686,68.86910933510273,False
60,FL,B,2,movie,0.8836538793510554,67.74615517404222,False
61,TX,B,0,sports,0.48407461193713885,49.362984477485554,False
62,LA,B,20,movie,0.8128172831963666,86.51269132785467,False
63,FL,B,20,sports,0.07033045786761405,56.813218314704564,False
64,LA,B,1,sports,0.5722723475848833,54.09089390339533,False
65,LA,C,1,news,0.9242984130144701,68.17193652057881,False
66,FL,B,18,movie,0.39638514749073994,67.4554058996296,False
67,LA,A,12,sports,0.9601006296631156,82.80402518652463,False
68,NY,A,7,sports,0.2206850967291053,47.227403869164206,False
69,LA,C,14,news,0.10563380953339352,51.025352381335736,False
70,FL,C,5,movie,0.5247623360817011,56.99049344326804,False
71,NY,B,4,movie,0.9072468719812243,71.08987487924897,False
72,LA,A,8,news,0.3112792187447442,52.05116874978977,False
73,NY,C,21,news,0.8001603193989524,87.2064127759581,False
74,TX,A,18,news,0.16919726588028094,58.36789063521123,False
75,LA,B,4,movie,0.7455703960009396,64.62281584003757,False
76,LA,A,13,sports,0.557026941387431,67.88107765549725,False
77,NY,A,21,sports,0.17501697539437222,62.200679015774895,False
78,TX,C,22,sports,0.7180872494376086,85.12348997750433,False
79,TX,B,18,sports,0.7137561134564273,80.15024453825708,False
80,FL,A,3,news,0.5154352291434403,54.217409165737614,False
81,LA,B,5,movie,0.22546763764267463,45.01870550570699,False
82,NY,A,5,news,0.13229389224499655,41.291755689799864,False
83,FL,B,3,news,0.9572550484597893,71.89020193839157,False
84,TX,B,4,sports,0.6558125382591552,61.032501530366204,False
85,TX,B,7,news,0.809241483573384,70.76965934293536,False
86,NY,C,13,sports,0.6969705290502416,73.47882116200967,False
87,LA,A,9,movie,0.8294736651922889,73.97894660769155,False
88,FL,A,10,news,0.16249081974892343,48.499632789956934,False
89,FL,B,5,news,0.4969502245470444,55.87800898188178,False
90,LA,C,3,movie,0.6671247705022934,60.284990820091735,False
91,FL,B,23,sports,0.10338989989521796,61.735595995808715,False
92,FL,A,14,news,0.1499569493284083,52.79827797313633,False
93,LA,C,5,news,0.6339825942509465,61.35930377003786,False
94,FL,B,19,sports,0.86870580425382,87.5482321701528,False
95,LA,A,19,sports,0.6604161789415977,79.2166471576639,False
96,NY,B,23,sports,0.036204813456075624,59.04819253824302,False
97,TX,A,3,sports,0.970432917090323,72.41731668361291,False
98,TX,C,15,movie,0.13950690090624507,53.5802760362498,False
99,NY,A,23,sports,0.23256223355248973,66.90248934209959,False
100,FL,B,19,sports,0.9749672819047243,91.79869127618898,False
101,NY,B,5,movie,0.7710329966533749,66.841319866135,False
102,FL,A,21,news,0.9365766803785066,92.66306721514027,False
103,NY,B,10,movie,0.8066196928080297,74.26478771232118,False
104,FL,A,11,movie,0.6517344750032,69.269379000128,False
105,FL,B,13,sports,0.284552998863006,56.98211995452024,False
106,FL,C,18,news,0.3268814416995254,64.67525766798101,False
107,TX,C,2,sports,0.9472710730443697,70.29084292177478,False
108,LA,A,12,news,0.8606256161556446,78.82502464622578,False
109,TX,A,19,movie,0.35949044844232647,67.17961793769305,False
110,LA,B,13,movie,0.3732674176207038,60.53069670482815,False
111,FL,C,6,movie,0.29769439027588473,49.10777561103539,False
112,TX,C,1,sports,0.32613014262500395,44.24520570500016,False
113,LA,A,13,sports,0.8606674662887857,80.02669865155143,False
114,TX,A,16,news,0.010506856589846847,49.62027426359388,False
115,TX,A,13,sports,0.4360526211095247,63.04210484438099,False
116,NY,A,23,news,0.9428396785279078,95.3135871411163,False
117,NY,B,14,movie,0.5426363551828088,68.50545420731235,False
118,NY,C,12,sports,0.4504457901439035,62.417831605756135,False
119,NY,A,1,movie,0.3123698046995881,43.69479218798352,False
120,LA,C,13,movie,0.07391262986190383,48.55650519447615,False
121,TX,B,4,movie,0.22448647802751287,43.779459121100516,False
122,TX,B,17,sports,0.09045840993687126,54.01833639747485,False
123,LA,C,3,sports,0.12669942971542825,38.66797718861713,False
124,FL,A,21,sports,0.1635165441262698,61.740661765050795,False
125,TX,C,7,sports,0.30202943208427846,50.48117728337114,False
126,NY,A,10,sports,0.011016679995535461,42.44066719982142,False
127,FL,B,3,news,0.9501438855932477,71.6057554237299,False
128,TX,C,5,sports,0.12381909267697455,40.95276370707898,False
129,TX,B,22,sports,0.38314887235958706,71.72595489438348,False
130,TX,A,6,movie,0.8795275597147806,72.38110238859122,False
131,TX,B,12,movie,0.10656797019076225,48.66271880763049,False
132,NY,B,23,movie,0.4836042517541208,76.94417007016483,False
133,TX,A,14,sports,0.8447835975413958,80.59134390165582,False
134,FL,C,0,news,0.5569626240341401,52.278504961365606,False
135,LA,A,8,news,0.21034359542276004,48.013743816910406,False
136,TX,B,9,sports,0.7355095314125814,70.22038125650326,False
137,NY,B,6,movie,0.6813410628675078,64.45364251470032,False
138,LA,A,5,news,0.3621859065469243,50.48743626187697,False
139,LA,C,12,movie,0.046295161581375144,46.25180646325501,False
140,FL,B,9,sports,0.007864689896093902,41.11458759584375,False
141,NY,A,7,news,0.8253928831271716,71.41571532508686,False
142,LA,B,9,sports,0.32155736155906856,53.66229446236274,False
143,LA,B,8,movie,0.1377698986059046,45.11079594423619,False
144,FL,B,5,news,0.5185512261629821,56.742049046519284,False
145,FL,C,10,sports,0.9208332957250901,78.83333182900361,False
146,NY,B,22,sports,0.008480864522397713,56.73923458089591,False
147,NY,C,12,news,0.05614354067641447,46.64574162705658,False
148,FL,B,14,sports,0.41704493258507236,63.48179730340289,False
149,NY,B,23,sports,0.6759659067550634,84.63863627020254,False
150,FL,A,14,movie,0.4761004587670502,65.844018350682,False
151,LA,B,5,movie,0.8975484384654047,71.90193753861618,False
152,FL,A,9,news,0.04408455553747814,42.563382221499126,False
153,LA,C,11,movie,0.34014086964374357,56.805634785749746,False
154,LA,C,11,news,0.35134788938872075,57.25391557554883,False
155,TX,C,3,sports,0.3401272259863417,87.20508903945367,True
156,NY,C,2,movie,0.48768591212339063,51.90743648493562,False
157,TX,A,8,sports,0.7905770451946105,71.22308180778442,False
158,TX,A,21,movie,0.31788261640281734,67.9153046561127,False
159,FL,C,17,news,0.7444832066322026,80.1793282652881,False
160,FL,B,20,sports,0.1464654712790714,59.85861885116286,False
161,TX,A,4,sports,0.5607248556339502,57.22899422535801,False
162,LA,A,9,movie,0.3750880256655451,55.8035210266218,False
163,LA,C,13,movie,0.5392108022955706,67.16843209182282,False
164,LA,B,10,news,0.10774975037224943,46.309990014889976,False
165,FL,A,10,sports,0.9534628467609085,80.13851387043634,False
166,LA,C,8,movie,0.9062141168017779,75.84856467207112,False
167,NY,A,1,movie,0.8263963042906289,64.25585217162515,False
168,LA,B,20,news,0.8927828233880518,89.71131293552207,False
169,NY,A,22,news,0.1466878701814861,62.267514807259445,False
170,NY,B,1,movie,0.5037217730196659,51.34887092078664,False
171,NY,B,9,news,0.31790915875652337,53.51636635026093,False
172,FL,C,12,sports,0.8873859413041586,79.89543765216635,False
173,TX,B,18,sports,0.18943768249946646,59.17750729997865,False
174,TX,A,23,news,0.21994535514197233,66.39781420567888,False
175,LA,A,9,movie,0.6867144563550108,68.26857825420043,False
176,TX,A,17,movie,0.08889965908766817,53.955986363506725,False
177,NY,B,22,news,0.7323671769166398,85.69468707666559,False
178,FL,A,19,sports,0.26812728831412236,63.52509153256489,False
179,TX,B,6,news,0.6609353652671474,63.637414610685894,False
180,FL,C,19,sports,0.8730377863606604,87.7215114544264,False
181,NY,C,9,news,0.6096113732349906,65.18445492939962,False
182,LA,B,0,news,0.212683733286109,38.50734933144436,False
183,TX,C,18,movie,0.049165525539216604,53.56662102156866,False
184,LA,C,20,movie,0.04461397169506587,55.78455886780264,False
185,LA,B,8,movie,0.08881188201400791,43.15247528056032,False
186,NY,C,10,sports,0.5798179124697159,65.19271649878864,False
187,LA,A,8,movie,0.3482178540406512,53.52871416162605,False
188,NY,C,2,sports,0.24310697739589815,42.124279095835924,False
189,LA,A,23,news,0.21930655779719122,66.37226231188764,False
190,TX,C,0,movie,0.948581531903099,67.94326127612396,False
191,TX,C,13,movie,0.1188165758920744,50.35266303568298,False
192,TX,B,0,news,0.3048144107726547,42.192576430906186,False
193,LA,A,16,sports,0.47147726201919316,68.05909048076774,False
194,FL,B,21,news,0.000449526074255413,55.21798104297022,False
195,NY,B,15,movie,0.9209531874757245,84.83812749902899,False
196,LA,C,14,news,0.09909859076010386,50.76394363040415,False
197,NY,C,19,news,0.6824706006861725,80.0988240274469,False
198,LA,B,23,news,0.6288654771624883,82.75461908649953,False
199,FL,C,20,news,0.8090638551047372,86.36255420418948,False
200,LA,B,5,sports,0.6513877305621525,62.0555092224861,False
201,FL,B,13,movie,0.7693874172159795,76.37549668863917,False
202,LA,C,19,sports,0.42124860878852755,69.6499443515411,False
203,TX,C,7,movie,0.48870449455162324,57.948179782064926,False
204,LA,B,16,sports,0.7016621021644194,77.26648408657678,False
205,LA,B,0,news,0.5684267210550511,52.73706884220204,False
206,FL,C,21,news,0.5115385502667199,75.6615420106688,False
207,FL,C,14,news,0.20555840605454934,55.02233624218197,False
208,LA,B,17,news,0.2581082608063754,60.724330432255016,False
209,FL,A,19,movie,0.3584972410593935,67.13988964237573,False
210,LA,A,5,sports,0.009284385423503183,36.371375416940126,False
211,TX,A,10,movie,0.41736344958023697,58.69453798320948,False
212,FL,B,20,movie,0.0027684757639128144,54.110739030556516,False
213,LA,B,3,movie,0.5650154359213367,56.20061743685347,False
214,TX,C,19,sports,0.7040287689723489,80.96115075889395,False
215,LA,A,6,sports,0.5621486316151264,59.68594526460506,False
216,NY,C,13,news,0.6935199732048759,73.34079892819504,False
217,NY,B,12,sports,1.3168556207476811e-05,44.400526742248296,False
218,LA,A,16,movie,0.05944197328430956,51.57767893137238,False
219,FL,B,20,movie,0.6984624408755553,81.93849763502222,False
220,NY,A,8,news,0.8029001479567706,71.71600591827082,False
221,LA,C,4,movie,0.7177015708893945,63.50806283557577,False
222,TX,C,10,sports,0.6630122425535516,68.52048970214207,False
223,NY,C,14,movie,0.70738266381156,75.0953065524624,False
224,TX,B,18,sports,0.7395899257961658,81.18359703184663,False
225,LA,B,18,movie,0.7243774983675693,80.57509993470276,False
226,FL,A,8,news,0.7380084776883398,69.1203391075336,False
227,TX,C,22,news,0.07401970741518082,59.36078829660723,False
228,TX,A,1,sports,0.06327155149462471,33.73086205978499,False
229,NY,A,2,news,0.36111994322943897,46.84479772917756,False
230,LA,A,0,movie,0.5275967145487956,51.10386858195183,False
231,FL,B,22,movie,0.7626190539217277,86.90476215686911,False
232,NY,A,4,news,0.3347078187910125,48.188312751640495,False
233,FL,A,14,sports,0.2751170766336348,57.80468306534539,False
234,LA,B,19,news,0.7814483081185295,84.05793232474117,False
235,TX,C,18,movie,0.24933685145399498,61.57347405815979,False
236,TX,B,22,sports,0.8208413768144633,89.23365507257853,False
237,LA,C,1,movie,0.17713354972003859,38.28534198880154,False
238,LA,C,9,movie,0.3594735228724768,55.17894091489907,False
239,TX,C,12,movie,0.4010756094263903,60.44302437705561,False
240,NY,B,16,news,0.29951044730764287,61.18041789230572,False
241,TX,C,14,sports,0.003356913887012647,46.9342765554805,False
242,NY,C,13,sports,0.23550925782124787,55.02037031284992,False
243,TX,C,7,movie,0.3376535588788737,51.90614235515495,False
244,TX,B,2,news,0.31362489452666276,44.94499578106651,False
245,NY,A,10,sports,0.7855554964772071,73.42221985908829,False
246,FL,B,6,movie,0.04736776253647301,39.09471050145892,False
247,LA,C,13,sports,0.3889486996552407,61.15794798620963,False
248,FL,C,19,movie,0.03751545557944125,54.30061822317765,False
249,NY,B,13,news,0.9306475661290093,82.82590264516037,False
250,NY,A,13,news,0.7902094370310964,77.20837748124386,False
251,LA,B,1,sports,0.9821615992380135,70.48646396952054,False
252,NY,C,15,sports,0.9101605316960185,84.40642126784074,False
253,LA,B,10,movie,0.3158127721160844,54.632510884643374,False
254,TX,B,2,news,0.6915834123305803,60.06333649322321,False
255,NY,B,5,movie,0.3065540874784084,48.262163499136335,False
256,TX,A,18,movie,0.888211187929624,87.12844751718495,False
257,NY,A,22,sports,0.4107528699673414,72.83011479869366,False
258,NY,C,12,news,0.3758875419042321,59.43550167616928,False
259,TX,A,23,movie,0.9140687442333334,94.16274976933333,False
260,FL,C,4,news,0.8367402876198543,68.26961150479417,False
261,NY,A,7,news,0.9664135533643016,77.05654213457206,False
262,LA,B,22,news,0.06648808557444685,59.059523422977875,False
263,FL,B,4,movie,0.2433388780388599,44.53355512155439,False
264,FL,C,15,movie,0.30085774786704567,60.03430991468183,False
265,TX,C,5,movie,0.4243520609547621,52.97408243819048,False
266,LA,B,7,news,0.473130045948536,57.325201837941435,False
267,LA,B,11,news,0.291472428066738,54.858897122669525,False
268,TX,C,8,news,0.7904504231450284,71.21801692580114,False
269,TX,B,20,sports,0.22324414448505647,62.92976577940226,False
270,LA,A,23,movie,0.696517313299113,85.46069253196451,False
271,NY,B,12,sports,0.8517683155920974,78.47073262368389,False
272,NY,A,12,movie,0.6036982391595863,68.54792956638346,False
273,FL,B,1,news,0.35415892589282083,45.36635703571283,False
274,LA,B,5,movie,0.18789124219665132,43.51564968786605,False
275,LA,A,0,movie,0.134346194403696,35.37384777614784,False
276,LA,A,20,news,0.7441747391490616,123.76698956596246,True
277,FL,C,5,news,0.469131997583516,54.76527990334064,False
278,NY,B,8,news,0.046319551167367634,41.45278204669471,False
279,NY,A,20,news,0.9838395069426202,93.35358027770481,False
280,LA,C,17,sports,0.67130318298899,77.2521273195596,False
281,LA,C,14,sports,0.8441825514269772,80.56730205707908,False
282,TX,C,0,movie,0.43818867131701145,47.52754685268046,False
283,LA,C,13,movie,0.9554386208080249,83.817544832321,False
284,LA,C,13,sports,0.19952502092412727,53.58100083696509,False
285,FL,B,7,sports,0.1851361229388161,45.80544491755264,False
286,NY,A,17,news,0.8903347347703588,86.01338939081435,False
287,TX,C,22,movie,0.8917170640057281,92.06868256022912,False
288,TX,A,6,movie,0.4990194854990422,57.16077941996169,False
289,LA,A,7,movie,0.12578635535397864,43.431454214159146,False
290,FL,C,7,sports,0.3052164582032719,50.60865832813087,False
291,LA,C,20,sports,0.7541523380344677,84.16609352137871,False
292,FL,B,1,news,0.8459919080013034,65.03967632005214,False
293,LA,C,21,sports,0.3476547477448171,69.10618990979269,False
294,TX,C,18,news,0.061233681816867835,54.04934727267471,False
295,TX,C,11,news,0.6657266815727806,69.82906726291122,False
296,FL,A,14,movie,0.7394970414382935,76.37988165753174,False
297,LA,B,21,sports,0.42401467586369257,72.1605870345477,False
298,LA,A,18,movie,0.5830976116178693,74.92390446471477,False
299,NY,C,6,movie,0.9873714975240833,76.69485990096334,False
300,LA,A,1,movie,0.2449985993596594,40.999943974386376,False
301,FL,C,15,movie,0.5729776937992509,70.91910775197003,False
302,NY,A,3,movie,0.6109604135626425,58.0384165425057,False
303,FL,B,2,sports,0.5491071960244631,54.36428784097852,False
304,TX,A,23,news,0.8691295579437958,92.36518231775182,False
305,NY,C,11,news,0.6050075319221164,67.40030127688466,False
306,LA,B,15,movie,0.50789002239129,68.3156008956516,False
307,TX,C,5,sports,0.12301502666117314,40.92060106644693,False
308,LA,A,2,news,0.7032091992934255,60.52836797173702,False
309,NY,B,1,sports,0.13210736149470037,76.48429445978802,True
310,TX,C,8,sports,0.026569893364223662,40.662795734568945,False
311,TX,C,0,movie,0.4885311630634622,49.541246522538486,False
312,NY,A,10,sports,0.5724452721477323,64.8978108859093,False
313,LA,B,7,movie,0.99905406137388,78.3621624549552,False
314,NY,B,12,movie,0.7123267944552865,72.89307177821146,False
315,TX,B,14,movie,0.8485903202275773,80.7436128091031,False
316,TX,B,7,sports,0.3463880390307553,52.25552156123021,False
317,TX,A,10,sports,0.5089146825799675,62.3565873031987,False
318,FL,C,1,news,0.9742689906618556,70.17075962647422,False
319,FL,A,7,news,0.41738855214277626,55.095542085711045,False
320,LA,A,23,movie,0.8072904248023839,89.89161699209535,False
321,NY,C,23,news,0.5259891177444961,78.63956470977983,False
322,TX,C,11,sports,0.2239618515300641,52.15847406120257,False
323,FL,B,22,movie,0.5804186372108828,79.61674548843531,False
324,FL,C,12,movie,0.21806202837032151,53.12248113481286,False
325,NY,B,3,news,0.003026989875741126,33.72107959502965,False
326,NY,B,20,movie,0.23589601547334327,63.43584061893373,False
327,NY,A,9,movie,0.19314383235509036,48.52575329420361,False
328,NY,A,14,news,0.37092117719943374,61.636847087977344,False
329,TX,B,15,sports,0.8885969038092881,83.54387615237152,False
330,TX,B,7,news,0.3878530735986758,53.914122943947035,False
331,LA,C,17,news,0.8451876274909911,84.20750509963963,False
332,LA,B,12,movie,0.5556130201315813,66.62452080526324,False
333,FL,C,8,movie,0.007614704222566937,39.90458816890268,False
334,LA,B,7,news,0.18873671290321514,45.949468516128604,False
335,FL,A,17,news,0.9312780452080364,87.65112180832145,False
336,FL,C,5,news,0.6041734461977185,60.16693784790874,False
337,LA,B,2,news,0.9295468585722739,69.58187434289096,False
338,NY,B,21,news,0.31012002030345287,67.60480081213812,False
339,FL,B,7,news,0.7165623782827428,67.0624951313097,False
340,TX,A,15,news,0.7720251598972598,78.8810063958904,False
341,LA,B,17,movie,0.9756996027362554,89.42798410945022,False
342,TX,B,20,sports,0.0181764831689607,54.72705932675843,False
343,TX,B,15,sports,0.9522372151232462,86.08948860492984,False
344,FL,A,16,movie,0.3915902176041651,64.86360870416661,False
345,LA,B,20,movie,0.837992405744867,87.51969622979468,False
346,FL,B,22,news,0.5447129182210839,78.18851672884335,False
347,FL,B,1,news,0.5646495430333655,53.78598172133462,False
348,NY,A,17,news,0.3593778881864501,64.775115527458,False
349,NY,B,4,news,0.8284725903781975,67.9389036151279,False
350,TX,A,21,sports,0.2640135708378334,65.76054283351334,False
351,NY,B,1,news,0.49224138617860647,50.88965544714426,False
352,LA,A,5,sports,0.5601744987674754,58.40697995069901,False
353,LA,B,4,sports,0.7425210934274884,64.50084373709953,False
354,FL,C,14,news,0.47163533704153704,65.66541348166147,False
355,FL,C,0,movie,0.6802828988394938,57.21131595357975,False
356,NY,C,0,sports,0.4852940963479754,49.41176385391901,False
357,FL,C,12,movie,0.6593206369585947,70.77282547834378,False
358,NY,A,23,news,0.6741434762081482,84.56573904832592,False
359,TX,B,12,movie,0.7094415605292438,72.77766242116975,False
360,FL,B,10,news,0.823299793860326,74.93199175441305,False
361,FL,C,15,movie,0.5407225609599173,69.6289024383967,False
362,NY,B,13,news,0.19327816386989327,53.33112655479573,False
363,FL,C,9,movie,0.6796408416190554,67.98563366476222,False
364,NY,A,14,news,0.07711808349216187,49.884723339686474,False
365,TX,A,0,news,0.21895502246118403,38.75820089844736,False
366,LA,A,5,news,0.7921575286647992,67.68630114659197,False
367,LA,B,16,movie,0.43507014433006597,66.60280577320265,False
368,NY,B,8,movie,0.49804416765121706,59.52176670604868,False
369,FL,A,1,sports,0.9873969184835301,70.6958767393412,False
370,LA,C,2,movie,0.23517248584891792,41.806899433956715,False
371,TX,C,20,movie,0.019552749535934555,54.78210998143738,False
372,LA,B,7,movie,0.11137260951784411,42.85490438071376,False
373,LA,A,0,news,0.2445018596608296,39.780074386433185,False
374,FL,C,17,news,0.7259200243964692,79.43680097585877,False
375,NY,C,12,movie,0.775822031984762,75.43288127939047,False
376,TX,A,10,news,0.5654889540141138,104.61955816056455,True
377,TX,A,21,news,0.25504639869816137,65.40185594792646,False
378,LA,B,7,news,0.5217418945268236,59.26967578107295,False
379,LA,B,13,news,0.014957555933934219,46.19830223735737,False
380,NY,A,17,sports,0.6818009427417963,77.67203770967186,False
381,FL,C,14,sports,0.6142975554091679,71.37190221636672,False
382,FL,B,4,sports,0.021796539381543578,35.671861575261744,False
383,NY,B,16,news,0.8170116336327956,81.88046534531182,False
384,NY,A,17,news,0.7634265351621218,80.93706140648487,False
385,NY,C,2,news,0.3082237455683131,44.728949822732524,False
386,NY,A,3,movie,0.635376650632306,59.01506602529224,False
387,FL,C,16,sports,0.6014929634649732,73.25971853859893,False
388,FL,B,2,news,0.14318027922687027,38.12721116907481,False
389,NY,C,21,sports,0.19325930111436584,62.93037204457464,False
390,TX,A,2,sports,0.6832061362281295,59.72824544912518,False
391,NY,A,23,news,0.9335516462700085,94.94206585080033,False
392,LA,C,16,sports,0.5762843206987531,72.25137282795012,False
393,TX,C,10,sports,0.5678131455595449,64.71252582238179,False
394,TX,B,6,movie,0.6466816947038385,63.06726778815354,False
395,FL,A,8,movie,0.4405783001781288,57.22313200712516,False
396,NY,C,17,sports,0.05417204350134375,52.566881740053745,False
397,NY,B,18,sports,0.3965038467246972,67.46015386898787,False
398,LA,C,5,sports,0.9002522101178897,72.01008840471559,False
399,LA,C,13,news,0.8049468003915485,77.79787201566194,False
400,FL,C,23,movie,0.9274235685770654,94.69694274308262,False
401,FL,C,6,sports,0.15283158513241057,43.313263405296425,False
402,LA,C,16,sports,0.5059577570388295,69.43831028155319,False
403,FL,B,4,news,0.5847281548129437,58.18912619251775,False
404,LA,A,20,movie,0.20992550999297444,62.397020399718976,False
405,TX,B,4,news,0.20097023926897006,42.8388095707588,False
406,LA,C,7,movie,0.7820329326428023,69.68131730571208,False
407,NY,C,11,news,0.6718519170522066,70.07407668208828,False
408,FL,B,8,sports,0.6471875368151602,65.48750147260641,False
409,NY,C,4,news,0.26698745798301493,45.4794983193206,False
410,NY,A,15,movie,0.5067694242472068,68.27077696988827,False
411,NY,B,0,news,0.023069953489327832,30.922798139573114,False
412,LA,B,23,sports,0.1299460526004279,62.79784210401711,False
413,NY,C,1,sports,0.5182508627607912,51.93003451043165,False
414,NY,A,8,news,0.3096722756319128,51.98689102527651,False
415,TX,A,22,news,0.9656697568965166,95.02679027586066,False
416,FL,B,3,news,0.47148472326701063,52.459388930680426,False
417,NY,A,1,news,0.08356415635685066,34.54256625427403,False
418,LA,B,17,news,0.01784234725531242,51.113693890212495,False
419,TX,B,1,news,0.7252578738476714,60.21031495390686,False
420,FL,C,21,sports,0.1715067380503139,62.06026952201256,False
421,TX,C,10,news,0.18781236900505904,49.51249476020236,False
422,FL,A,20,news,0.42380722264067106,70.95228890562684,False
423,TX,A,5,movie,0.26406058915346464,46.562423566138584,False
424,LA,A,3,movie,0.6165770797461895,58.26308318984758,False
425,NY,A,23,news,0.4856925072237638,77.02770028895054,False
426,FL,C,18,sports,0.11145060147723007,56.0580240590892,False
427,FL,A,21,sports,0.7847408479094484,86.58963391637795,False
428,NY,A,7,sports,0.4258588544142481,55.434354176569926,False
429,TX,C,9,sports,0.6108343195893006,65.23337278357202,False
430,NY,C,13,movie,0.003942332532681725,45.75769330130727,False
431,TX,A,10,sports,0.626400033436537,67.05600133746148,False
432,FL,A,5,sports,0.28284985703093446,47.31399428123738,False
433,NY,B,9,news,0.4943707432099935,60.574829728399735,False
434,LA,B,14,sports,0.29772060382128973,58.70882415285159,False
435,NY,C,0,movie,0.9962607446422428,69.85042978568971,False
436,TX,B,8,movie,0.23084231471162353,48.83369258846494,False
437,FL,A,7,movie,0.9128596014892566,74.91438405957027,False
438,NY,B,1,news,0.9179666318299169,67.91866527319668,False
439,LA,B,2,news,0.4210006529343677,49.24002611737471,False
440,FL,B,11,news,0.30400311552335624,55.36012462093425,False
441,LA,B,2,sports,0.38103554689879116,47.64142187595164,False
442,NY,C,8,news,0.989339087391798,79.17356349567191,False
443,LA,C,13,movie,0.6187962273376061,70.35184909350424,False
444,TX,A,20,sports,0.5447802378206386,75.79120951282555,False
445,TX,B,2,sports,0.035917881339427304,33.83671525357709,False
446,LA,C,10,news,0.8478430303970257,75.91372121588103,False
447,FL,B,2,news,0.083805455807199,35.75221823228796,False
448,TX,B,10,movie,0.046972367034381346,43.87889468137526,False
449,LA,A,11,movie,0.274858086117992,54.194323444719686,False
450,FL,A,19,movie,0.4757886050575182,71.83154420230073,False
451,FL,C,10,news,0.8952889600044005,77.81155840017601,False
452,LA,C,22,movie,0.7900787990828386,88.00315196331354,False
453,NY,C,3,sports,0.197632144505843,41.50528578023372,False
454,TX,A,1,news,0.37207952842727654,46.08318113709106,False
